Year,Month,Day,Area,Category
1974,8,10,0.5321,6
1974,8,11,0.4639,7
1974,8,12,0.3956,7
1974,8,13,0.3273,7
1974,8,14,0.259,7
1974,8,15,0.1907,7
1974,8,16,0.1224,0
1974,8,17,0.0541,0
1974,8,18,0.0141,0
1974,8,19,0.0823,0
1974,8,20,0.1506,1
1974,8,21,0.2188,1
1974,8,22,0.287,1
1974,8,23,0.3552,1
1974,8,24,0.4234,2
1974,8,25,0.4916,2
1974,8,26,0.5598,3
1974,8,27,0.628,3
1974,8,28,0.6962,3
1974,8,29,0.7644,3
1974,8,30,0.8326,3
1974,8,31,0.9008,4
1974,9,1,0.9691,4
1974,9,2,0.9627,4
1974,9,3,0.8945,4
1974,9,4,0.8263,5
1974,9,5,0.7581,5
1974,9,6,0.6899,5
1974,9,7,0.6217,6
1974,9,8,0.5535,6
1974,9,9,0.4853,6
1974,9,10,0.4171,7
1974,9,11,0.3489,7
1974,9,12,0.2807,7
1974,9,13,0.2125,7
1974,9,14,0.1442,7
1974,9,15,0.076,0
1974,9,16,0.0078,0
1974,9,17,0.0602,0
1974,9,18,0.1282,1
1974,9,19,0.1963,1
1974,9,20,0.2643,1
1974,9,21,0.3323,1
1974,9,22,0.4003,2
1974,9,23,0.4683,2
1974,9,24,0.5364,3
1974,9,25,0.6044,3
1974,9,26,0.6724,3
1974,9,27,0.7404,3
1974,9,28,0.8085,3
1974,9,29,0.8765,4
1974,9,30,0.9445,4
1974,10,1,0.9875,4
1974,10,2,0.9195,4
1974,10,3,0.8514,5
1974,10,4,0.7834,5
1974,10,5,0.7154,5
1974,10,6,0.6474,5
1974,10,7,0.5794,6
1974,10,8,0.5113,6
1974,10,9,0.4433,7
1974,10,10,0.3753,7
1974,10,11,0.3073,7
1974,10,12,0.2392,7
1974,10,13,0.1712,7
1974,10,14,0.1032,0
1974,10,15,0.0352,0
1974,10,16,0.0327,0
1974,10,17,0.1005,0
1974,10,18,0.1682,1
1974,10,19,0.236,1
1974,10,20,0.3037,1
1974,10,21,0.3715,1
1974,10,22,0.4392,2
1974,10,23,0.507,2
1974,10,24,0.5747,3
1974,10,25,0.6425,3
1974,10,26,0.7102,3
1974,10,27,0.778,3
1974,10,28,0.8457,3
1974,10,29,0.9135,4
1974,10,30,0.9812,4
1974,10,31,0.951,4
1974,11,1,0.8833,4
1974,11,2,0.8155,5
1974,11,3,0.7478,5
1974,11,4,0.68,5
1974,11,5,0.6123,6
1974,11,6,0.5445,6
1974,11,7,0.4768,6
1974,11,8,0.409,7
1974,11,9,0.3413,7
1974,11,10,0.2735,7
1974,11,11,0.2058,7
1974,11,12,0.138,7
1974,11,13,0.0703,0
1974,11,14,0.0025,0
1974,11,15,0.065,0
1974,11,16,0.1324,1
1974,11,17,0.1999,1
1974,11,18,0.2673,1
1974,11,19,0.3348,1
1974,11,20,0.4023,2
1974,11,21,0.4697,2
1974,11,22,0.5372,3
1974,11,23,0.6047,3
1974,11,24,0.6721,3
1974,11,25,0.7396,3
1974,11,26,0.807,3
1974,11,27,0.8745,3
1974,11,28,0.942,4
1974,11,29,0.9906,4
1974,11,30,0.9231,4
1974,12,1,0.8557,5
1974,12,2,0.7882,5
1974,12,3,0.7207,5
1974,12,4,0.6533,5
1974,12,5,0.5858,6
1974,12,6,0.5184,6
1974,12,7,0.4509,7
1974,12,8,0.3834,7
1974,12,9,0.316,7
1974,12,10,0.2485,7
1974,12,11,0.1811,7
1974,12,12,0.1136,0
1974,12,13,0.0461,0
1974,12,14,0.0213,0
1974,12,15,0.0885,0
1974,12,16,0.1557,1
1974,12,17,0.223,1
1974,12,18,0.2902,1
1974,12,19,0.3574,1
1974,12,20,0.4247,2
1974,12,21,0.4919,2
1974,12,22,0.5591,3
1974,12,23,0.6264,3
1974,12,24,0.6936,3
1974,12,25,0.7608,3
1974,12,26,0.8281,3
1974,12,27,0.8953,4
1974,12,28,0.9625,4
1974,12,29,0.9702,4
1974,12,30,0.903,4
1974,12,31,0.8357,5
1975,1,1,0.7685,5
1975,1,2,0.7013,5
1975,1,3,0.634,5
1975,1,4,0.5668,6
1975,1,5,0.4996,6
1975,1,6,0.4323,7
1975,1,7,0.3651,7
1975,1,8,0.2979,7
1975,1,9,0.2306,7
1975,1,10,0.1634,7
1975,1,11,0.0962,0
1975,1,12,0.0289,0
1975,1,13,0.0382,0
1975,1,14,0.1054,0
1975,1,15,0.1725,1
1975,1,16,0.2397,1
1975,1,17,0.3068,1
1975,1,18,0.3739,1
1975,1,19,0.4411,2
1975,1,20,0.5082,2
1975,1,21,0.5753,3
1975,1,22,0.6425,3
1975,1,23,0.7096,3
1975,1,24,0.7768,3
1975,1,25,0.8439,3
1975,1,26,0.911,4
1975,1,27,0.9782,4
1975,1,28,0.9547,4
1975,1,29,0.8876,4
1975,1,30,0.8204,5
1975,1,31,0.7533,5
1975,2,1,0.6861,5
1975,2,2,0.619,6
1975,2,3,0.5519,6
1975,2,4,0.4847,6
1975,2,5,0.4176,7
1975,2,6,0.3505,7
1975,2,7,0.2833,7
1975,2,8,0.2162,7
1975,2,9,0.149,7
1975,2,10,0.0819,0
1975,2,11,0.0148,0
1975,2,12,0.0524,0
1975,2,13,0.1196,0
1975,2,14,0.1868,1
1975,2,15,0.2539,1
1975,2,16,0.3211,1
1975,2,17,0.3883,2
1975,2,18,0.4555,2
1975,2,19,0.5226,2
1975,2,20,0.5898,3
1975,2,21,0.657,3
1975,2,22,0.7242,3
1975,2,23,0.7914,3
1975,2,24,0.8585,3
1975,2,25,0.9257,4
1975,2,26,0.9929,4
1975,2,27,0.9399,4
1975,2,28,0.8727,5
1975,3,1,0.8056,5
1975,3,2,0.7384,5
1975,3,3,0.6712,5
1975,3,4,0.604,6
1975,3,5,0.5368,6
1975,3,6,0.4697,7
1975,3,7,0.4025,7
1975,3,8,0.3353,7
1975,3,9,0.2681,7
1975,3,10,0.201,7
1975,3,11,0.1338,7
1975,3,12,0.0666,0
1975,3,13,0.0006,0
1975,3,14,0.0679,0
1975,3,15,0.1353,1
1975,3,16,0.2026,1
1975,3,17,0.2699,1
1975,3,18,0.3373,1
1975,3,19,0.4046,2
1975,3,20,0.4719,2
1975,3,21,0.5393,3
1975,3,22,0.6066,3
1975,3,23,0.6739,3
1975,3,24,0.7413,3
1975,3,25,0.8086,3
1975,3,26,0.8759,4
1975,3,27,0.9433,4
1975,3,28,0.9894,4
1975,3,29,0.9221,4
1975,3,30,0.8547,5
1975,3,31,0.7874,5
1975,4,1,0.7201,5
1975,4,2,0.6527,5
1975,4,3,0.5854,6
1975,4,4,0.5181,6
1975,4,5,0.4507,7
1975,4,6,0.3834,7
1975,4,7,0.3161,7
1975,4,8,0.2487,7
1975,4,9,0.1814,7
1975,4,10,0.114,0
1975,4,11,0.0467,0
1975,4,12,0.0207,0
1975,4,13,0.0883,0
1975,4,14,0.1558,1
1975,4,15,0.2234,1
1975,4,16,0.291,1
1975,4,17,0.3585,1
1975,4,18,0.4261,2
1975,4,19,0.4936,2
1975,4,20,0.5612,3
1975,4,21,0.6288,3
1975,4,22,0.6963,3
1975,4,23,0.7639,3
1975,4,24,0.8315,3
1975,4,25,0.899,4
1975,4,26,0.9666,4
1975,4,27,0.9658,4
1975,4,28,0.8983,4
1975,4,29,0.8307,5
1975,4,30,0.7631,5
1975,5,1,0.6956,5
1975,5,2,0.628,5
1975,5,3,0.5605,6
1975,5,4,0.4929,6
1975,5,5,0.4253,7
1975,5,6,0.3578,7
1975,5,7,0.2902,7
1975,5,8,0.2226,7
1975,5,9,0.1551,7
1975,5,10,0.0875,0
1975,5,11,0.0199,0
1975,5,12,0.0478,0
1975,5,13,0.1156,0
1975,5,14,0.1835,1
1975,5,15,0.2513,1
1975,5,16,0.3191,1
1975,5,17,0.3869,2
1975,5,18,0.4547,2
1975,5,19,0.5226,2
1975,5,20,0.5904,3
1975,5,21,0.6582,3
1975,5,22,0.726,3
1975,5,23,0.7939,3
1975,5,24,0.8617,3
1975,5,25,0.9295,4
1975,5,26,0.9973,4
1975,5,27,0.9349,4
1975,5,28,0.867,5
1975,5,29,0.7992,5
1975,5,30,0.7314,5
1975,5,31,0.6636,5
1975,6,1,0.5958,6
1975,6,2,0.5279,6
1975,6,3,0.4601,7
1975,6,4,0.3923,7
1975,6,5,0.3245,7
1975,6,6,0.2566,7
1975,6,7,0.1888,7
1975,6,8,0.121,0
1975,6,9,0.0532,0
1975,6,10,0.0147,0
1975,6,11,0.0827,0
1975,6,12,0.1508,1
1975,6,13,0.2188,1
1975,6,14,0.2869,1
1975,6,15,0.3549,1
1975,6,16,0.423,2
1975,6,17,0.4911,2
1975,6,18,0.5591,3
1975,6,19,0.6272,3
1975,6,20,0.6952,3
1975,6,21,0.7633,3
1975,6,22,0.8313,3
1975,6,23,0.8994,4
1975,6,24,0.9674,4
1975,6,25,0.9645,4
1975,6,26,0.8965,4
1975,6,27,0.8284,5
1975,6,28,0.7604,5
1975,6,29,0.6923,5
1975,6,30,0.6243,6
1975,7,1,0.5562,6
1975,7,2,0.4882,6
1975,7,3,0.4201,7
1975,7,4,0.3521,7
1975,7,5,0.284,7
1975,7,6,0.216,7
1975,7,7,0.1479,7
1975,7,8,0.0799,0
1975,7,9,0.0118,0
1975,7,10,0.0564,0
1975,7,11,0.1246,0
1975,7,12,0.1928,1
1975,7,13,0.261,1
1975,7,14,0.3292,1
1975,7,15,0.3974,2
1975,7,16,0.4656,2
1975,7,17,0.5338,3
1975,7,18,0.602,3
1975,7,19,0.6702,3
1975,7,20,0.7384,3
1975,7,21,0.8066,3
1975,7,22,0.8748,3
1975,7,23,0.943,4
1975,7,24,0.9888,4
1975,7,25,0.9206,4
1975,7,26,0.8524,5
1975,7,27,0.7842,5
1975,7,28,0.716,5
1975,7,29,0.6478,5
1975,7,30,0.5796,6
1975,7,31,0.5114,6
1975,8,1,0.4432,7
1975,8,2,0.375,7
1975,8,3,0.3068,7
1975,8,4,0.2386,7
1975,8,5,0.1704,7
1975,8,6,0.1022,0
1975,8,7,0.034,0
1975,8,8,0.0342,0
1975,8,9,0.1025,0
1975,8,10,0.1707,1
1975,8,11,0.239,1
1975,8,12,0.3072,1
1975,8,13,0.3755,2
1975,8,14,0.4437,2
1975,8,15,0.512,2
1975,8,16,0.5802,3
1975,8,17,0.6484,3
1975,8,18,0.7167,3
1975,8,19,0.7849,3
1975,8,20,0.8532,3
1975,8,21,0.9214,4
1975,8,22,0.9897,4
1975,8,23,0.9421,4
1975,8,24,0.8738,5
1975,8,25,0.8056,5
1975,8,26,0.7374,5
1975,8,27,0.6691,5
1975,8,28,0.6009,6
1975,8,29,0.5326,6
1975,8,30,0.4644,7
1975,8,31,0.3961,7
1975,9,1,0.3279,7
1975,9,2,0.2596,7
1975,9,3,0.1914,7
1975,9,4,0.1232,0
1975,9,5,0.0549,0
1975,9,6,0.0133,0
1975,9,7,0.0815,0
1975,9,8,0.1497,1
1975,9,9,0.2178,1
1975,9,10,0.286,1
1975,9,11,0.3542,1
1975,9,12,0.4224,2
1975,9,13,0.4905,2
1975,9,14,0.5587,3
1975,9,15,0.6269,3
1975,9,16,0.6951,3
1975,9,17,0.7632,3
1975,9,18,0.8314,3
1975,9,19,0.8996,4
1975,9,20,0.9678,4
1975,9,21,0.9641,4
1975,9,22,0.8959,4
1975,9,23,0.8277,5
1975,9,24,0.7595,5
1975,9,25,0.6914,5
1975,9,26,0.6232,6
1975,9,27,0.555,6
1975,9,28,0.4868,6
1975,9,29,0.4187,7
1975,9,30,0.3505,7
1975,10,1,0.2823,7
1975,10,2,0.2141,7
1975,10,3,0.146,7
1975,10,4,0.0778,0
1975,10,5,0.0096,0
1975,10,6,0.0584,0
1975,10,7,0.1264,1
1975,10,8,0.1945,1
1975,10,9,0.2625,1
1975,10,10,0.3305,1
1975,10,11,0.3985,2
1975,10,12,0.4665,2
1975,10,13,0.5345,3
1975,10,14,0.6026,3
1975,10,15,0.6706,3
1975,10,16,0.7386,3
1975,10,17,0.8066,3
1975,10,18,0.8746,3
1975,10,19,0.9427,4
1975,10,20,0.9893,4
1975,10,21,0.9213,4
1975,10,22,0.8533,5
1975,10,23,0.7853,5
1975,10,24,0.7173,5
1975,10,25,0.6492,5
1975,10,26,0.5812,6
1975,10,27,0.5132,6
1975,10,28,0.4452,7
1975,10,29,0.3772,7
1975,10,30,0.3091,7
1975,10,31,0.2411,7
1975,11,1,0.1731,7
1975,11,2,0.1051,0
1975,11,3,0.0371,0
1975,11,4,0.0309,0
1975,11,5,0.0987,0
1975,11,6,0.1665,1
1975,11,7,0.2343,1
1975,11,8,0.3021,1
1975,11,9,0.37,1
1975,11,10,0.4378,2
1975,11,11,0.5056,2
1975,11,12,0.5734,3
1975,11,13,0.6412,3
1975,11,14,0.7091,3
1975,11,15,0.7769,3
1975,11,16,0.8447,3
1975,11,17,0.9125,4
1975,11,18,0.9803,4
1975,11,19,0.9518,4
1975,11,20,0.884,4
1975,11,21,0.8162,5
1975,11,22,0.7484,5
1975,11,23,0.6806,5
1975,11,24,0.6127,6
1975,11,25,0.5449,6
1975,11,26,0.4771,6
1975,11,27,0.4093,7
1975,11,28,0.3415,7
1975,11,29,0.2736,7
1975,11,30,0.2058,7
1975,12,1,0.138,7
1975,12,2,0.0702,0
1975,12,3,0.0024,0
1975,12,4,0.0653,0
1975,12,5,0.1329,1
1975,12,6,0.2005,1
1975,12,7,0.2681,1
1975,12,8,0.3358,1
1975,12,9,0.4034,2
1975,12,10,0.471,2
1975,12,11,0.5386,3
1975,12,12,0.6062,3
1975,12,13,0.6739,3
1975,12,14,0.7415,3
1975,12,15,0.8091,3
1975,12,16,0.8767,4
1975,12,17,0.9444,4
1975,12,18,0.988,4
1975,12,19,0.9204,4
1975,12,20,0.8528,5
1975,12,21,0.7852,5
1975,12,22,0.7175,5
1975,12,23,0.6499,5
1975,12,24,0.5823,6
1975,12,25,0.5147,6
1975,12,26,0.4471,7
1975,12,27,0.3794,7
1975,12,28,0.3118,7
1975,12,29,0.2442,7
1975,12,30,0.1766,7
1975,12,31,0.1089,0
1976,1,1,0.0413,0
1976,1,2,0.0262,0
1976,1,3,0.0937,0
1976,1,4,0.1611,1
1976,1,5,0.2286,1
1976,1,6,0.296,1
1976,1,7,0.3635,1
1976,1,8,0.4309,2
1976,1,9,0.4984,2
1976,1,10,0.5658,3
1976,1,11,0.6333,3
1976,1,12,0.7007,3
1976,1,13,0.7681,3
1976,1,14,0.8356,3
1976,1,15,0.903,4
1976,1,16,0.9705,4
1976,1,17,0.9621,4
1976,1,18,0.8946,4
1976,1,19,0.8272,5
1976,1,20,0.7597,5
1976,1,21,0.6923,5
1976,1,22,0.6248,6
1976,1,23,0.5574,6
1976,1,24,0.4899,6
1976,1,25,0.4225,7
1976,1,26,0.355,7
1976,1,27,0.2876,7
1976,1,28,0.2201,7
1976,1,29,0.1527,7
1976,1,30,0.0853,0
1976,1,31,0.0178,0
1976,2,1,0.0495,0
1976,2,2,0.1169,0
1976,2,3,0.1842,1
1976,2,4,0.2515,1
1976,2,5,0.3188,1
1976,2,6,0.3861,2
1976,2,7,0.4534,2
1976,2,8,0.5207,2
1976,2,9,0.5881,3
1976,2,10,0.6554,3
1976,2,11,0.7227,3
1976,2,12,0.79,3
